y,verein,age,mw,datum_mw,x,marker,TM_URL
500000,IFK\x20G\u00F6teborg,31,\u20AC500Th.,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F801.png\\x3Flm\\x3D1604213475\\x29'},https://www.transfermarkt.com/tobias-sana/profil/spieler/75901
500000,IFK\x20G\u00F6teborg,31,\u20AC500Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F801.png\\x3Flm\\x3D1604213475\\x29'},https://www.transfermarkt.com/tobias-sana/profil/spieler/75901
600000,IFK\x20G\u00F6teborg,31,\u20AC600Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F801.png\\x3Flm\\x3D1604213475\\x29'},https://www.transfermarkt.com/tobias-sana/profil/spieler/75901
700000,IFK\x20G\u00F6teborg,32,\u20AC700Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F801.png\\x3Flm\\x3D1604213475\\x29'},https://www.transfermarkt.com/tobias-sana/profil/spieler/75901
0,Norrby\x20IF,21,\x2D,2016-06-22,1466546400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F9611.png\\x3Flm\\x3D1461965116\\x29'},https://www.transfermarkt.com/kadir-hodzic/profil/spieler/225618
125000,Norrby\x20IF,22,\u20AC125Th.,2017-07-14,1499983200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F9611.png\\x3Flm\\x3D1461965116\\x29'},https://www.transfermarkt.com/kadir-hodzic/profil/spieler/225618
150000,Norrby\x20IF,23,\u20AC150Th.,2017-11-20,1511132400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F9611.png\\x3Flm\\x3D1461965116\\x29'},https://www.transfermarkt.com/kadir-hodzic/profil/spieler/225618
200000,AFC\x20Eskilstuna,24,\u20AC200Th.,2019-01-16,1547593200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F8877.png\\x3Flm\\x3D1516363614\\x29'},https://www.transfermarkt.com/kadir-hodzic/profil/spieler/225618
300000,AFC\x20Eskilstuna,24,\u20AC300Th.,2019-06-28,1561672800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F8877.png\\x3Flm\\x3D1516363614\\x29'},https://www.transfermarkt.com/kadir-hodzic/profil/spieler/225618
300000,AFC\x20Eskilstuna,25,\u20AC300Th.,2019-11-20,1574204400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F8877.png\\x3Flm\\x3D1516363614\\x29'},https://www.transfermarkt.com/kadir-hodzic/profil/spieler/225618
300000,Mj\u00E4llby\x20AIF,26,\u20AC300Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/kadir-hodzic/profil/spieler/225618
400000,Mj\u00E4llby\x20AIF,26,\u20AC400Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/kadir-hodzic/profil/spieler/225618
500000,Mj\u00E4llby\x20AIF,27,\u20AC500Th.,2021-09-17,1631829600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/kadir-hodzic/profil/spieler/225618
500000,Mj\u00E4llby\x20AIF,27,\u20AC500Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/kadir-hodzic/profil/spieler/225618
50000,\u00D6rgryte\x20IS,24,\u20AC50Th.,2018-04-05,1522879200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1118.png\\x3Flm\\x3D1484246699\\x29'},https://www.transfermarkt.com/gustav-ludwigson/profil/spieler/558269
250000,\u00D6rgryte\x20IS,25,\u20AC250Th.,2019-01-16,1547593200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1118.png\\x3Flm\\x3D1484246699\\x29'},https://www.transfermarkt.com/gustav-ludwigson/profil/spieler/558269
600000,Hammarby\x20IF,26,\u20AC600Th.,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/gustav-ludwigson/profil/spieler/558269
900000,Hammarby\x20IF,27,\u20AC900Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/gustav-ludwigson/profil/spieler/558269
1200000,Hammarby\x20IF,27,\u20AC1.20m,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/gustav-ludwigson/profil/spieler/558269
1200000,Hammarby\x20IF,28,\u20AC1.20m,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/gustav-ludwigson/profil/spieler/558269
25000,AFC\x20Eskilstuna,18,\u20AC25Th.,2009-06-21,1245535200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F8877.png\\x3Flm\\x3D1516363614\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
50000,AFC\x20Eskilstuna,19,\u20AC50Th.,2010-03-07,1267916400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F8877.png\\x3Flm\\x3D1516363614\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
75000,AFC\x20Eskilstuna,19,\u20AC75Th.,2010-08-30,1283119200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F8877.png\\x3Flm\\x3D1516363614\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
125000,Assyriska\x20FF,21,\u20AC125Th.,2012-08-11,1344636000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
175000,Assyriska\x20FF,22,\u20AC175Th.,2013-07-22,1374444000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
175000,Assyriska\x20FF,23,\u20AC175Th.,2014-03-31,1396216800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
175000,Assyriska\x20FF,23,\u20AC175Th.,2014-07-28,1406498400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
150000,Assyriska\x20FF,24,\u20AC150Th.,2014-11-15,1416006000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
300000,PAOK\x20Thessaloniki,24,\u20AC300Th.,2015-05-10,1431208800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1091.png\\x3Flm\\x3D1562577576\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
250000,\u00D6stersunds\x20FK,25,\u20AC250Th.,2015-12-03,1449097200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F9614.png\\x3Flm\\x3D1461964870\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
350000,\u00D6stersunds\x20FK,25,\u20AC350Th.,2016-06-17,1466114400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F9614.png\\x3Flm\\x3D1461964870\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
400000,\u00D6stersunds\x20FK,26,\u20AC400Th.,2016-12-11,1481410800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F9614.png\\x3Flm\\x3D1461964870\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
600000,\u00D6stersunds\x20FK,26,\u20AC600Th.,2017-06-20,1497909600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F9614.png\\x3Flm\\x3D1461964870\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
900000,\u00D6stersunds\x20FK,27,\u20AC900Th.,2017-11-17,1510873200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F9614.png\\x3Flm\\x3D1461964870\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
900000,\u00D6stersunds\x20FK,27,\u20AC900Th.,2018-06-20,1529445600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F9614.png\\x3Flm\\x3D1461964870\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
1000000,FC\x20Copenhagen,28,\u20AC1.00m,2018-12-21,1545346800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
1000000,FC\x20Copenhagen,28,\u20AC1.00m,2019-06-08,1559944800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
1500000,FC\x20Copenhagen,29,\u20AC1.50m,2019-12-22,1576969200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
1200000,FC\x20Copenhagen,29,\u20AC1.20m,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
1000000,FC\x20Copenhagen,29,\u20AC1.00m,2020-07-31,1596146400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
1000000,AIK\x20Solna,30,\u20AC1.00m,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F272.png\\x3Flm\\x3D1495472591\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
1000000,AIK\x20Solna,30,\u20AC1.00m,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F272.png\\x3Flm\\x3D1495472591\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
900000,AIK\x20Solna,31,\u20AC900Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F272.png\\x3Flm\\x3D1495472591\\x29'},https://www.transfermarkt.com/sotirios-papagiannopoulos/profil/spieler/97616
50000,IF\x20Elfsborg,19,\u20AC50Th.,2010-02-12,1265929200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
300000,IF\x20Elfsborg,20,\u20AC300Th.,2010-07-13,1278972000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1000000,IF\x20Elfsborg,20,\u20AC1.00m,2011-01-10,1294614000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1500000,IF\x20Elfsborg,21,\u20AC1.50m,2011-07-25,1311544800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1500000,IF\x20Elfsborg,21,\u20AC1.50m,2011-11-21,1321830000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1500000,IF\x20Elfsborg,22,\u20AC1.50m,2012-09-23,1348351200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1700000,IF\x20Elfsborg,23,\u20AC1.70m,2013-06-05,1370383200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1700000,IF\x20Elfsborg,24,\u20AC1.70m,2014-06-24,1403560800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1700000,Br\u00F6ndby\x20IF,24,\u20AC1.70m,2015-02-06,1423177200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F206.png\\x3Flm\\x3D1518117616\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1750000,Br\u00F6ndby\x20IF,25,\u20AC1.75m,2015-09-02,1441144800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F206.png\\x3Flm\\x3D1518117616\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
2000000,Br\u00F6ndby\x20IF,25,\u20AC2.00m,2016-01-21,1453330800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F206.png\\x3Flm\\x3D1518117616\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
2000000,Br\u00F6ndby\x20IF,26,\u20AC2.00m,2016-08-12,1470952800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F206.png\\x3Flm\\x3D1518117616\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1750000,Br\u00F6ndby\x20IF,26,\u20AC1.75m,2016-12-12,1481497200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F206.png\\x3Flm\\x3D1518117616\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1500000,Br\u00F6ndby\x20IF,27,\u20AC1.50m,2017-06-21,1497996000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F206.png\\x3Flm\\x3D1518117616\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1750000,Br\u00F6ndby\x20IF,27,\u20AC1.75m,2017-12-18,1513551600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F206.png\\x3Flm\\x3D1518117616\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1750000,Br\u00F6ndby\x20IF,28,\u20AC1.75m,2018-06-02,1527890400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F206.png\\x3Flm\\x3D1518117616\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1500000,Br\u00F6ndby\x20IF,28,\u20AC1.50m,2018-12-21,1545346800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F206.png\\x3Flm\\x3D1518117616\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1500000,EA\x20Guingamp,29,\u20AC1.50m,2019-06-03,1559512800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F855_1560859676.png\\x3Flm\\x3D1560859676\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1000000,Br\u00F6ndby\x20IF,29,\u20AC1.00m,2019-12-22,1576969200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F206.png\\x3Flm\\x3D1518117616\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
800000,IF\x20Elfsborg,29,\u20AC800Th.,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1000000,IF\x20Elfsborg,30,\u20AC1.00m,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1500000,IF\x20Elfsborg,30,\u20AC1.50m,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1500000,IF\x20Elfsborg,31,\u20AC1.50m,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
1200000,IF\x20Elfsborg,31,\u20AC1.20m,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1101.png\\x3Flm\\x3D1445330037\\x29'},https://www.transfermarkt.com/johan-larsson/profil/spieler/140678
150000,FK\x20Partizan\x20Belgrade,18,\u20AC150Th.,2016-05-29,1464472800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F669.png\\x3Flm\\x3D1541834922\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
300000,FK\x20Cukaricki,20,\u20AC300Th.,2018-07-02,1530482400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6621.png\\x3Flm\\x3D1479507902\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
450000,FK\x20Cukaricki,20,\u20AC450Th.,2019-01-14,1547420400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6621.png\\x3Flm\\x3D1479507902\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
450000,FK\x20Cukaricki,21,\u20AC450Th.,2019-06-09,1560031200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6621.png\\x3Flm\\x3D1479507902\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
800000,FK\x20Cukaricki,21,\u20AC800Th.,2019-10-28,1572217200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6621.png\\x3Flm\\x3D1479507902\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
725000,FK\x20Cukaricki,22,\u20AC725Th.,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6621.png\\x3Flm\\x3D1479507902\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
1300000,FK\x20Cukaricki,22,\u20AC1.30m,2020-06-28,1593295200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6621.png\\x3Flm\\x3D1479507902\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
1700000,FK\x20Cukaricki,22,\u20AC1.70m,2020-12-22,1608591600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6621.png\\x3Flm\\x3D1479507902\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
1700000,Malm\u00F6\x20FF,23,\u20AC1.70m,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
2500000,Malm\u00F6\x20FF,23,\u20AC2.50m,2021-09-17,1631829600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
3500000,Malm\u00F6\x20FF,23,\u20AC3.50m,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648
175000,Arsenal\x20FC,20,\u20AC175Th.,2005-06-20,1119218400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F11_1400911988.png\\x3Flm\\x3D1400911994\\x29'},https://www.transfermarkt.com/sebastian-larsson/profil/spieler/31720
400000,Birmingham\x20City,21,\u20AC400Th.,2006-10-19,1161208800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F337_1444079371.png\\x3Flm\\x3D1444079371\\x29'},https://www.transfermarkt.com/sebastian-larsson/profil/spieler/31720
